Tue Jul 15 13:23:18 2025 : heaters.c : run_heaters_thread : Attempting to connect to LabJack T7 at 172.20.3.16
Tue Jul 15 13:23:18 2025 : heaters.c : init_socket_heaters : UDP socket initialized successfully
Tue Jul 15 13:23:20 2025 : heaters.c : open_labjack : Error opening LabJack: LJME_DEVICE_NOT_FOUND
Tue Jul 15 13:23:20 2025 : heaters.c : run_heaters_thread : WARNING: Failed to connect to LabJack T7 at 172.20.3.16. Running UDP server only (no heater control).
Tue Jul 15 13:23:20 2025 : heaters.c : run_heaters_thread : LabJack not connected - heater control disabled, UDP server only
Tue Jul 15 13:23:20 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:25:40 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:25:50 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:26:00 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:26:10 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:26:20 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:26:30 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:26:40 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:26:50 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:27:00 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:27:10 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:27:20 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:27:30 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:27:40 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:27:50 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:28:00 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:28:10 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:28:20 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:28:30 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:28:40 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:28:50 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:29:00 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:29:10 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:29:20 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:29:30 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:29:40 2025 : heaters.c : run_heaters_thread : Status: LabJack OFFLINE | Total current 0.00A/3.0A | Active heaters: -- -- -- -- --
Tue Jul 15 13:29:47 2025 : heaters.c : run_heaters_thread : No LabJack connection to close
Tue Jul 15 13:29:47 2025 : heaters.c : do_server_heaters : Shutting down server
Tue Jul 15 13:29:47 2025 : heaters.c : run_heaters_thread : Heaters shutdown complete
