12577.272727,1025.000000,17.000000
11810.000000,1915.000000,3.000000
11740.000000,1374.000000,86.000000
11356.000000,1717.000000,4.000000
11252.000000,1393.000000,70.000000
11240.000000,1496.000000,3.000000
11225.000000,1481.000000,3.000000
11064.000000,918.000000,145.000000
10996.000000,1540.000000,30.000000
10980.000000,1029.000000,60.000000
10924.000000,1556.000000,14.000000
10868.000000,1342.000000,330.000000
10736.000000,1268.000000,238.000000
10660.000000,920.000000,130.000000
10640.000000,1464.000000,3.000000
10584.000000,978.000000,57.000000
10536.000000,1287.000000,258.000000
10516.000000,1532.000000,6.000000
10420.000000,1023.000000,94.000000
10380.000000,926.000000,163.000000
10364.000000,1618.000000,146.000000
10340.000000,1048.000000,71.000000
10280.000000,1166.000000,307.000000
10216.000000,1701.000000,177.000000
10216.000000,1012.000000,78.000000
10208.000000,1286.000000,242.000000
10176.000000,1435.000000,128.000000
10176.000000,1435.000000,128.000000
10156.000000,1292.000000,212.000000
10156.000000,1292.000000,212.000000
10124.000000,1179.000000,148.000000
10000.000000,989.000000,136.000000
9940.000000,1285.000000,200.000000
9912.000000,1412.000000,100.000000
9900.000000,995.000000,66.000000
9816.000000,1012.000000,116.000000
9775.000000,1366.000000,3.000000
9772.000000,940.000000,180.000000
9772.000000,1709.000000,164.000000
9728.000000,1624.000000,130.000000
9704.000000,1067.000000,79.000000
9692.000000,1627.000000,124.000000
9692.000000,1079.000000,42.000000
9668.000000,1458.000000,113.000000
9648.000000,1070.000000,30.000000
9532.000000,1411.000000,134.000000
9516.000000,1003.000000,50.000000
9485.000000,1294.000000,3.000000
9476.000000,1200.000000,167.000000
9456.000000,1226.000000,342.000000
9440.000000,1351.000000,12.000000
9436.000000,970.000000,154.000000
9408.000000,1632.000000,64.000000
9356.000000,1642.000000,124.000000
9356.000000,1081.000000,108.000000
9324.000000,1177.000000,128.000000
9324.000000,1626.000000,106.000000
9320.000000,1573.000000,126.000000
9296.000000,1232.000000,175.000000
9288.000000,1705.000000,140.000000
9232.000000,1239.000000,327.000000
9232.000000,970.000000,135.000000
9225.000000,1125.000000,3.000000
9208.000000,1473.000000,99.000000
9168.000000,790.000000,196.000000
9164.000000,745.000000,190.000000
9140.000000,1537.000000,64.000000
9132.000000,1491.000000,79.000000
9116.000000,881.000000,74.000000
9032.000000,1258.000000,170.000000
9032.000000,1258.000000,170.000000
9032.000000,1258.000000,170.000000
9024.000000,954.000000,110.000000
9016.000000,1196.000000,597.000000
9016.000000,1509.000000,64.000000
8996.000000,742.000000,639.000000
8996.000000,709.000000,603.000000
8996.000000,746.000000,181.000000
8988.000000,728.000000,624.000000
8964.000000,1193.000000,122.000000
8944.000000,1329.000000,35.000000
8940.000000,844.000000,269.000000
8932.000000,1096.000000,397.000000
8932.000000,1096.000000,397.000000
8900.000000,1198.000000,330.000000
8884.000000,1245.000000,646.000000
8872.000000,1243.000000,643.000000
8848.000000,1176.000000,580.000000
8836.000000,893.000000,100.000000
8828.000000,1244.000000,662.000000
8784.000000,1677.000000,113.000000
8784.000000,1677.000000,113.000000
8768.000000,1148.000000,72.000000
8764.000000,691.000000,582.000000
8760.000000,779.000000,230.000000
8756.000000,950.000000,288.000000
8756.000000,1312.000000,248.000000
8704.000000,610.000000,423.000000
8704.000000,1190.000000,106.000000
8692.000000,1562.000000,98.000000
8690.000000,1933.000000,564.000000
8676.000000,1218.000000,618.000000
8652.000000,1161.000000,409.000000
8644.000000,1449.000000,198.000000
8624.000000,1237.000000,298.000000
8624.000000,1576.000000,64.000000
