Timestamp,Temperature(°C),Status,FET_Temp(°C),Current(A),Voltage(V),Power(W)
2025-05-08 20:02:24,25.00,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:25,25.00,REACHED,27.32,1.700,11.72,19.92
2025-05-08 20:02:26,25.01,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:28,25.01,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:29,25.01,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:31,25.01,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:32,25.01,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:33,25.01,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:35,25.02,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:36,25.02,REACHED,27.32,1.638,11.72,19.20
2025-05-08 20:02:38,25.02,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:39,25.02,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:40,25.02,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:42,25.02,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:43,25.02,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:45,25.02,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:46,25.02,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:47,25.02,REACHED,27.32,1.639,11.72,19.21
2025-05-08 20:02:49,25.02,REACHED,27.32,1.653,11.72,19.37
2025-05-08 20:02:50,25.03,REACHED,27.32,1.638,11.72,19.20
2025-05-08 20:02:52,25.03,REACHED,27.32,1.669,11.72,19.56
2025-05-08 20:02:53,25.03,REACHED,27.32,1.638,11.72,19.20
2025-05-08 20:02:54,25.03,REACHED,27.32,1.638,11.72,19.20
2025-05-08 20:02:56,25.03,REACHED,27.32,1.638,11.72,19.20
2025-05-08 20:02:57,25.03,REACHED,27.32,1.638,11.72,19.20
2025-05-08 20:02:59,25.04,REACHED,27.32,1.637,11.72,19.19
2025-05-08 20:03:00,25.04,REACHED,27.32,1.638,11.72,19.20
2025-05-08 20:03:01,25.04,REACHED,27.32,1.638,11.72,19.20
2025-05-08 20:03:03,25.04,REACHED,27.32,1.638,11.72,19.20
2025-05-08 20:03:04,25.04,REACHED,27.32,1.638,11.72,19.20
2025-05-08 20:03:06,25.04,REACHED,27.32,1.638,11.72,19.20
2025-05-08 20:03:07,25.05,REACHED,27.32,1.610,11.72,18.87
2025-05-08 20:03:08,25.04,REACHED,27.32,1.637,11.72,19.19
2025-05-08 20:03:10,25.05,REACHED,27.32,1.638,11.72,19.20
2025-05-08 20:03:11,25.05,REACHED,27.32,1.614,11.72,18.92
2025-05-08 20:03:13,25.05,REACHED,27.32,1.637,11.72,19.19
2025-05-08 20:03:14,25.05,REACHED,27.32,1.606,11.72,18.82
2025-05-08 20:03:15,25.05,REACHED,27.32,1.606,11.72,18.82
2025-05-08 20:03:17,25.05,REACHED,27.32,1.606,11.72,18.82
2025-05-08 20:03:18,25.05,REACHED,27.32,1.606,11.72,18.82
2025-05-08 20:03:20,25.05,REACHED,27.32,1.606,11.72,18.82
2025-05-08 20:03:21,25.06,REACHED,27.32,1.606,11.72,18.82
2025-05-08 20:03:22,25.06,REACHED,27.32,1.606,11.72,18.82
2025-05-08 20:03:24,25.06,REACHED,27.32,1.636,11.72,19.17
2025-05-08 20:03:25,25.06,REACHED,27.32,1.606,11.72,18.82
2025-05-08 20:03:27,25.06,REACHED,27.32,1.606,11.72,18.82
2025-05-08 20:03:28,25.06,REACHED,27.32,1.606,11.72,18.82
2025-05-08 20:03:29,25.07,REACHED,27.32,1.606,11.72,18.82
2025-05-08 20:03:31,25.07,REACHED,27.32,1.606,11.72,18.82
2025-05-08 20:03:32,25.07,REACHED,27.32,1.606,11.72,18.82
2025-05-08 20:03:34,25.07,REACHED,27.32,1.606,11.72,18.82
2025-05-08 20:03:35,25.07,REACHED,27.32,1.604,11.72,18.80
2025-05-08 20:03:36,25.08,REACHED,27.32,1.575,11.72,18.46
2025-05-08 20:03:38,25.08,REACHED,27.32,1.575,11.72,18.46
2025-05-08 20:03:39,25.08,REACHED,27.32,1.575,11.72,18.46
2025-05-08 20:03:41,25.08,REACHED,27.32,1.575,11.72,18.46
2025-05-08 20:03:42,25.08,REACHED,27.32,1.575,11.72,18.46
2025-05-08 20:03:43,25.09,REACHED,27.32,1.575,11.72,18.46
2025-05-08 20:03:45,25.09,REACHED,27.32,1.575,11.72,18.46
2025-05-08 20:03:46,25.09,REACHED,27.32,1.575,11.72,18.46
2025-05-08 20:03:48,25.09,REACHED,27.32,1.574,11.72,18.45
